Label,MaxLongestRepeatingCharacterSubject,MinCharacterDiversitySubject,RatioNonAlphaNumToAllSubject,RatioDigitToAllSubject,RatioUpperToAllSubject,RatioUpperLowerSubject,CountCharsSubject,AllCountCapWordSubject,CountCapWordSubject,AllCountDigitWordSubject,SingleCharWordsSubject,WordsMaxCharSubject,AlphaOnlySubject,SingleDigitWordsSubject,AlphaNumericSubject,SingleLetterWordsSubject,MultipartMixedUnique,MultipartAlternativeUnique,TextPlainUnique,Year,Month,CountOfTo,Day,Hour,Minute,Second,VocabularyRichness,Legomena,Dislegomena,YuleK,Entropy,Sichel,Honore,TFISFWithoutStopwords,MaxLongestRepeatingCharacter,MinCharacterDiversity,UniqueHTMLAnchor,RatioNonAlphaNumToAll,RatioDigitToAll,RatioUpperToAll,RatioUpperLower,AvgWordsinSentences,AvgCharinParagraphs,AvgWordsinParagraphs,AvgSentenceinParagraphs,CountofParagraphs,SpamWords,FunctionWords,HTMLAnchor,HTMLNotAnchor,HTMLImage,LongestCapital,CountCapWord,SenBegLower,CountLines,SenBegUpper,AllCountDigitWord,CountSentence,SingleCharWords,HTMLTags,DuplicateWords,CountLowerChars,TFISF,SingleDigitWords,AllCountCapWord,QuestionMark,SingleLetterWords,ExclamationMark,CountUpperChars,Comma,CountWord,SemiColon,Colon,SingleQuote,Period,Space,Tab,Dollar,Ellipsis,WordsMinChar,MultipleExclamationMarks,AlphaOnly,AlphaChars,MultipleQuestionMarks,SpecialChars,WordsMaxChar,CountDigitChars,WordsAVGChar,CountWordLess3Char,CountChars,CountWordLonger6Char,AlphaNumeric,UniqueContentTypesAttachment,CountOfAttachments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.348006155,0,0,0.5,1,24,0,4,0,1,9,4,0,0,0,0,0,0,2002,8,1,4,20,0,11,0.682758621,82,9,125.5648038,4.33015546,0.090909091,2898.215532,152,3,1.205714082,0,0.5,1,1,1,16.83333333,26.93333333,6.733333333,1.133333333,15,2,50,0,3,0,3,31,75,24,31,5,6,33,3,13,431,227,0,10,0,7,0,49,7,116,0,7,3,15,159,2,0,0,1,0,96,480,0,221,13,38,3.793103448,53,762,17,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.282088854,0.4,0,1,0.5,36,2,5,0,0,12,5,0,0,0,0,0,1,2002,8,1,4,20,10,28,0.796460177,77,7,59.51914794,4.384652283,0.077777778,3272.806951,126,55,1.158141915,0,0.180327869,0.098360656,1,3,13.28571429,32.84615385,7.076923077,1.230769231,13,4,38,0,1,0,4,19,82,20,19,0,7,17,1,12,577,201,0,7,2,7,1,34,2,101,0,3,0,12,90,0,0,0,1,0,93,611,0,231,13,6,5.716814159,37,867,27,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.345900193,0.4,0,0.6,0.666666667,47,0,3,0,2,11,6,0,0,0,0,0,1,2002,8,1,4,20,10,29,0.9,57,5,32.65306122,4.102390832,0.079365079,4460.920004,86,55,1.158141915,0,0.333333333,0.098360656,1,0.5,9.6,19.18181818,4.363636364,1.090909091,11,2,20,0,1,0,4,13,41,21,13,0,5,9,1,4,378,131,0,2,3,1,1,19,2,55,0,4,1,12,47,0,0,0,1,0,48,397,0,199,10,6,6.242857143,18,622,12,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.348006155,0,0,0.5,1,24,0,4,0,1,9,4,0,0,0,0,0,1,2002,8,1,5,15,49,55,0.507142857,143,30,82.0861678,4.992381726,0.14084507,1837.963219,482,47,1.148471822,0,0.5,1,1,1,16.25,38.8974359,8.333333333,1.179487179,39,4,162,0,5,0,4,33,302,60,33,3,20,78,5,58,1665,869,1,10,1,19,0,45,14,359,0,7,12,27,372,0,0,0,1,0,321,1710,0,539,17,45,4.416666667,150,2353,82,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.316074013,0.4,0,0.6,0.666666667,38,0,4,0,0,9,6,0,0,0,0,0,1,2002,8,1,4,20,51,53,0.885057471,69,6,31.70828379,4.294535246,0.077922078,4298.436564,104,55,1.158141915,0,0.4,0.098360656,1,0.5,11.5,27.2,6.9,1.2,10,2,32,0,1,0,4,24,51,18,24,0,6,10,1,7,396,164,0,6,2,3,1,36,0,78,0,3,2,11,68,0,0,0,1,0,69,432,0,207,9,6,5.471264368,36,662,12,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0.4,0,0.6,1,47,0,6,0,1,7,7,0,0,0,0,0,1,2002,8,1,4,21,12,24,0.694915254,98,12,73.41440838,4.616956231,0.097560976,2546.665668,198,55,1.158141915,0,0.5,1,1,1,13.6,33.3125,8.4375,1.3125,16,4,69,0,1,0,4,24,117,28,24,2,10,32,1,19,665,310,0,5,3,6,1,31,3,146,0,8,2,14,142,0,0,0,1,0,134,696,0,308,9,22,4.237288136,61,1053,20,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.296839555,0.4,0.25,1,1,45,1,4,0,1,8,6,0,2,0,0,0,1,2002,8,1,4,21,12,21,0.579646018,96,16,111.9899757,4.559429967,0.122137405,2028.828814,233,3,1.215859412,0,0.5,1,1,1,16.2,35.15789474,8.473684211,1.105263158,19,2,79,0,1,0,3,26,148,29,26,2,10,50,1,25,747,365,0,6,0,7,0,27,12,181,0,6,9,18,162,0,0,1,1,0,159,774,0,239,12,23,3.690265487,78,1064,34,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.348006155,0,0,0.5,1,24,0,4,0,1,9,4,0,0,0,0,0,0,2002,8,2,4,21,22,35,0.492668622,115,25,221.1883283,4.559332605,0.148809524,1848.59671,379,3,1.179423797,0,0.5,1,1,1,14.93333333,31.44827586,7.724137931,1.275862069,29,7,112,0,7,0,4,55,167,42,55,9,15,103,7,42,931,649,0,17,1,20,0,84,19,254,0,15,9,36,325,2,0,4,1,0,215,1015,0,477,13,73,3.384164223,111,1606,38,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.414213562,0,0,0.333333333,0.5,17,0,1,0,0,4,4,0,0,0,0,0,1,2002,8,1,4,21,22,40,0.49871134,278,52,87.51594218,5.404935276,0.134366925,2362.529381,1270,117,1.165848834,0,0.5,1,1,1,19.61764706,48.02898551,9.623188406,1.231884058,69,18,308,0,1,0,3,73,611,90,73,3,34,88,1,98,3436,1932,1,8,0,13,1,86,37,689,0,2,12,37,674,0,0,0,1,0,664,3522,0,1007,14,12,4.557989691,251,4630,188,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.348006155,0.4,0,1,3,25,1,3,0,1,6,5,0,0,0,0,0,1,2002,8,1,4,21,53,43,0.756521739,68,15,69.56521739,4.343333559,0.172413793,2172.679448,76,48,1.232485605,0,0.5,0.8,1,3,26.33333333,23.73333333,5.266666667,1.066666667,15,0,27,0,1,0,3,22,63,25,22,0,3,25,1,12,402,108,0,8,2,7,0,38,6,94,0,5,4,11,76,0,0,0,1,0,78,440,0,176,12,14,4.356521739,36,654,23,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,4,1.291549665,0.4,0,0.6,1,59,0,7,0,1,10,8,0,0,0,0,0,1,2002,8,1,4,22,4,25,0.651162791,108,16,85.66792861,4.691553078,0.114285714,2349.654137,218,69,1.138657634,0,0.4,1,1,3,29.8,30.85714286,7.095238095,1,21,3,67,0,3,0,3,34,123,37,34,2,5,47,3,21,742,322,1,6,0,10,2,57,11,162,0,4,1,21,161,0,0,3,1,0,147,799,0,375,14,6,3.934883721,64,1216,35,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0.4,0,1,0.5,24,2,4,0,3,7,4,0,0,0,0,0,1,2002,8,2,4,22,4,23,0.537142857,52,32,216.8163265,4.209822392,0.340425532,1155.928289,161,5,1.215859412,0,0.4,1,1,1,19.16666667,27.31578947,6.052631579,1.105263158,19,2,47,0,1,0,4,37,83,31,37,2,6,46,1,29,606,243,0,4,1,7,0,49,0,130,0,12,2,20,135,0,0,2,1,0,113,655,0,230,12,10,4.165714286,46,925,31,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,4,1.430969081,0.4,0,0.6,0.5,33,0,4,0,1,9,5,0,0,0,0,0,1,2002,8,1,4,22,4,26,0.867924528,39,7,49.83980064,3.787196432,0.152173913,2609.048972,0,69,1.138657634,0,0.242424242,1,0.75,3,33,14.33333333,3.666666667,1,9,2,13,0,1,0,3,13,25,22,13,1,1,13,1,3,239,0,1,0,0,2,2,31,1,39,0,5,0,9,33,0,0,0,1,0,32,270,0,191,11,5,5.79245283,14,487,7,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0.4,0,1,0.5,20,1,3,0,2,7,3,0,0,0,0,0,1,2002,8,1,4,22,4,21,0.77173913,53,16,59.07372401,4.184595924,0.225352113,1783.594383,47,3,1.215859412,0,0.4,0,1,0.5,26.33333333,38,8.777777778,1.111111111,9,1,36,0,1,0,4,14,68,15,14,0,3,11,1,17,386,90,0,1,1,6,0,17,0,84,0,3,1,11,73,0,0,2,1,0,79,403,0,100,12,0,4.619565217,35,517,17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,4,1.414213562,0.4,0,0.6,1,37,0,5,0,2,9,6,0,0,0,0,0,1,2002,8,1,4,22,15,58,0.803030303,44,8,105.6014692,3.858731837,0.150943396,2467.241126,38,69,1.138657634,0,0.333333333,1,0.75,3,19.5,13.90909091,3.545454545,1,11,2,16,0,1,0,3,16,29,24,16,1,2,19,1,4,261,54,1,0,1,2,2,35,2,46,0,5,1,9,40,0,0,0,1,0,38,296,0,205,11,5,5.060606061,17,529,7,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0.4,0,1,1,24,1,4,0,3,7,4,0,0,0,0,0,1,2002,8,1,4,22,30,53,0.554817276,117,22,103.7516142,4.773261061,0.131736527,1906.174828,392,3,1.215859412,0,0.5,1,1,1,16.33333333,43.91304348,10.56521739,1.217391304,23,6,122,0,1,0,4,42,208,34,42,2,15,51,1,47,1040,645,0,8,0,12,0,59,17,261,0,6,10,18,235,0,0,0,1,0,243,1099,0,301,12,16,3.817275748,118,1449,47,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0.4,0,1,1,24,1,4,0,3,7,4,0,0,0,0,0,1,2002,8,1,4,22,30,53,0.515759312,124,26,132.6754296,4.753775257,0.144444444,1881.987404,442,3,1.192033803,0,0.5,1,1,1,15.47058824,40.25925926,9.666666667,1.185185185,27,6,136,0,1,0,4,49,221,42,49,2,17,79,1,51,1140,710,0,9,1,13,1,69,17,281,0,8,10,23,275,0,0,0,1,0,261,1209,0,380,12,16,3.633237822,127,1646,51,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.414213562,0,0,1,1,14,1,2,0,1,6,3,0,0,0,0,0,1,2002,8,1,4,23,2,16,0.307210031,159,13,495.0324781,3.91916379,0.066326531,3421.173793,552,47,1.200779022,0,0.5,1,1,1,30,19.59493671,5.316455696,1.075949367,79,1,185,0,1,0,3,22,408,98,22,60,14,86,1,20,1979,723,11,7,1,8,0,27,5,566,0,127,9,15,520,0,0,0,1,0,360,2006,0,920,17,488,4.385579937,236,3511,157,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,4,1.414213562,0.4,0,0.6,1,37,0,5,0,2,9,6,0,0,0,0,0,1,2002,8,1,4,23,14,49,0.658536585,77,20,80.30933968,4.499469472,0.185185185,1776.727659,202,69,1.138657634,0,0.5,1,1,3,21.6,18.11538462,4.153846154,1,26,3,40,0,1,0,13,54,65,53,54,3,5,27,1,19,581,253,1,3,1,2,5,88,6,129,0,10,3,19,170,0,0,2,1,0,105,669,0,374,13,14,4.536585366,44,1109,26,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.414213562,0,0,1,1,14,1,2,0,1,6,3,0,0,0,0,0,0,2002,8,1,4,23,14,37,0.520900322,128,20,624.0630266,4.208712416,0.12345679,2734.842505,375,3,1.205714082,0,0.5,1,1,1,10.875,25.60714286,6.178571429,1.25,28,1,84,0,3,0,3,41,134,46,41,7,16,124,3,21,748,574,1,11,1,18,0,56,9,200,0,7,12,25,287,2,0,1,1,0,167,804,0,446,10,42,2.906752412,92,1337,36,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.320469248,0.4,0,1,1,24,1,4,0,3,7,4,0,0,0,0,0,1,2002,8,1,5,15,51,31,0.661375661,93,22,90.70294785,4.596450817,0.176,2047.557428,211,3,1.215859412,0,0.666666667,1,1,1,14.88888889,26.77272727,6.136363636,1.136363636,22,2,58,0,1,0,4,32,107,36,32,3,9,41,1,23,650,331,1,3,0,4,0,38,9,149,0,8,3,21,134,0,0,2,1,0,129,688,0,207,12,11,3.925925926,68,941,39,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.316074013,0.5,0,1,0.5,34,1,5,0,1,9,6,0,0,0,0,0,1,2002,8,1,5,15,51,44,0.547325103,203,31,88.31648292,5.128668067,0.116541353,2611.954752,616,3,1.248991329,0,0.5,1,1,3,24.6875,29.6,6.583333333,1.1,60,5,164,0,1,0,3,45,354,76,45,3,16,68,1,51,1811,1004,1,12,3,20,0,49,21,426,0,3,9,19,398,0,0,1,1,0,392,1860,0,498,13,5,3.987654321,170,2438,83,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.291549665,0,0,0.1,0.111111111,46,0,1,0,0,12,6,0,0,0,0,0,1,2002,8,1,5,15,48,50,0.435203095,152,32,126.7541874,4.860389241,0.142222222,1925.766639,544,3,1.198795685,0,0.5,0.5,1,1,19.04347826,43.37777778,9.733333333,1.111111111,45,17,229,0,1,0,3,41,405,62,41,0,23,81,1,63,2040,959,0,17,2,28,1,47,28,461,0,2,5,29,431,0,0,2,1,0,437,2087,0,525,13,2,4.181818182,199,2675,93,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.414213562,0,0,1,1,14,1,2,0,1,6,3,0,0,0,0,0,1,2002,8,2,5,15,48,34,0.328671329,56,20,350.6283926,3.826025359,0.212765957,1399.113764,131,47,1.200779022,0,0.4,1,0.6,0.5,50.66666667,17.71111111,3.377777778,1.022222222,45,0,27,0,1,0,3,27,131,55,27,11,3,29,1,24,917,157,5,0,0,0,1,51,4,211,0,2,2,4,213,0,16,0,1,0,141,968,0,403,12,18,4.276223776,31,1443,59,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.333521432,0.4,0.75,1,1,59,2,4,0,4,7,6,0,0,0,0,0,1,2002,8,1,5,15,48,29,0.609756098,117,14,115.3413973,4.664648373,0.093333333,2502.423425,229,2,1.272348383,0,0.5,1,1,1,17.90909091,34.04166667,8.166666667,1.333333333,24,2,103,0,1,0,3,24,173,35,24,7,11,48,1,30,822,399,5,11,1,11,0,29,10,211,1,3,5,10,209,0,0,0,1,0,190,851,0,266,18,15,3.662601626,97,1166,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.276518007,0,0,0.5,1,20,0,2,0,1,9,3,0,0,0,0,0,1,2002,8,1,5,15,48,36,0.527777778,121,24,115.2644414,4.73913733,0.140350877,1977.014282,382,47,1.209191097,0,0.5,1,1,1,13.63157895,37,8.6,1.266666667,30,2,132,0,1,0,3,38,224,48,38,3,19,68,1,40,1162,669,1,13,1,22,1,40,17,274,0,5,8,25,254,2,0,2,1,0,256,1202,0,384,12,13,3.854938272,122,1646,53,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.276518007,0,0,0.5,1,20,0,2,0,1,9,3,0,0,0,0,0,1,2002,8,1,5,15,48,39,0.443373494,119,35,241.3122369,4.574804377,0.190217391,1706.466535,435,47,1.209191097,0,0.5,1,1,1,13.95238095,31.97435897,7.487179487,1.230769231,39,2,158,0,1,0,3,50,249,68,50,3,21,121,1,51,1357,750,1,16,2,24,1,54,20,311,0,6,8,32,332,2,0,3,1,0,290,1411,0,578,12,13,3.544578313,137,2069,59,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,2,1.348006155,0.4,0.666666667,1,0.333333333,37,1,3,0,1,6,5,0,0,0,0,0,1,2002,8,1,5,15,51,30,0.615671642,125,20,86.04366229,4.809475167,0.121212121,2306.282129,382,3,1.215859412,0,0.5,1,1,3,14.4,40.72727273,9.772727273,1.227272727,22,1,100,0,1,0,3,49,174,34,49,1,15,50,1,34,917,608,0,14,2,18,0,63,10,234,0,3,7,18,212,0,0,0,1,0,211,980,0,274,12,13,3.895522388,104,1300,43,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.296839555,0,0,0.125,0.142857143,35,0,1,0,0,9,4,0,0,0,0,0,1,2002,8,1,5,15,50,2,0.433766234,115,25,163.9399561,4.541945639,0.149700599,1911.906994,328,47,1.200779022,0,0.5,1,1,0.666666667,29,25.64583333,5.416666667,1.0625,48,0,107,0,1,0,3,33,232,58,33,8,9,56,1,41,1342,499,5,11,0,15,0,56,7,307,0,2,3,17,493,0,17,1,1,0,253,1398,0,677,13,11,4.132467532,92,2143,72,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.276518007,0,0,0.5,1,20,0,2,0,1,9,3,0,0,0,0,0,1,2002,8,1,5,15,48,46,0.695652174,82,21,66.35546468,4.565245147,0.1875,1897.05763,151,47,1.209191097,0,0.5,1,1,1,20.83333333,26.88888889,6.944444444,1.111111111,18,1,69,0,1,0,3,24,105,31,24,2,6,27,1,20,542,265,0,7,1,8,1,28,7,139,0,6,7,6,124,2,0,0,1,0,123,570,0,222,9,12,3.826086957,71,834,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.383087554,0,0,0.5,1,11,0,1,0,1,7,2,0,0,0,0,0,1,2002,8,1,5,15,51,45,0.84375,45,8,53.7109375,3.934098837,0.148148148,2495.32985,39,2,1.209308019,0,0.5,0,1,0.5,13,32.42857143,7.428571429,1.142857143,7,0,25,0,1,0,1,7,46,14,7,0,4,13,1,7,253,64,0,2,1,5,0,8,1,56,0,2,3,3,50,0,0,0,1,0,52,261,0,68,11,0,4.234375,23,342,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham,1,1.383087554,0,0,0.5,1,11,0,1,0,1,7,2,0,0,0,0,0,1,2002,8,1,5,15,51,46,0.9,56,7,28.57142857,4.109865806,0.111111111,3823.645718,50,3,1.209308019,0,0.5,1,1,1,13,36.16666667,8.666666667,1.166666667,6,0,19,0,1,0,3,12,40,12,12,2,4,10,1,4,231,70,0,3,1,3,0,15,2,61,0,2,3,4,46,0,0,0,1,0,50,246,0,72,11,6,4.042857143,27,335,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
